registered_at,Total_Revenue,Sold_Products
2013-07-03T11:44:54Z,11845,2696
2015-04-18T19:41:59Z,14049,3860
2016-12-28T14:28:56Z,11199,2954
2015-11-26T02:35:42Z,10968,3135
2016-09-05T14:35:04Z,11996,1821
2014-07-20T03:19:18Z,5225,2011
2015-01-20T11:02:54Z,12753,3599
2013-01-12T17:58:58Z,10270,3000
2015-11-21T03:58:02Z,12754,3342
2016-11-03T04:10:52Z,15809,3735
2013-04-20T23:31:15Z,16299,3483
2016-06-28T15:13:04Z,15158,2948
2015-10-23T00:30:15Z,9912,3078
2016-11-04T19:16:57Z,14115,2766
2014-10-20T20:57:27Z,21344,2534
2014-05-04T05:26:34Z,11470,2964
2014-02-17T11:53:26Z,11887,3375
2015-04-04T22:48:15Z,11824,3315
2016-05-24T23:04:10Z,13750,4369
2016-06-24T05:41:15Z,14889,3516
2015-05-15T02:10:11Z,19463,3465
2016-01-12T17:18:27Z,18581,3229
2014-06-01T10:04:10Z,12379,3645
2015-10-16T06:12:05Z,15208,3392
2015-09-11T06:04:55Z,13727,2618
2015-07-23T23:02:49Z,14034,3884
2015-01-08T08:25:25Z,16483,2397
2015-02-19T18:41:49Z,12529,3219
2013-06-07T18:30:14Z,19334,2197
2013-08-05T16:44:37Z,16992,2523
2015-08-10T19:31:36Z,20995,3324
2016-10-17T07:15:11Z,15812,2703
2013-11-04T16:19:50Z,17323,2559
2013-04-20T11:47:35Z,21289,3316
2013-04-24T14:09:46Z,21259,2773
2016-04-27T05:09:59Z,14813,3040
2016-01-11T09:55:41Z,12040,4186
2013-05-25T04:19:31Z,15075,2897
2015-08-05T08:12:47Z,17449,1788
2014-02-26T02:16:10Z,20274,2275
2015-07-15T02:39:32Z,12464,2999
2014-11-16T11:14:38Z,12754,2701
2014-08-08T12:22:34Z,12687,3435
2016-08-11T17:50:04Z,14124,3399
2014-09-27T04:05:42Z,19072,3812
2016-03-04T05:43:55Z,16708,3013
2014-01-20T14:42:20Z,10734,3656
2014-01-11T23:10:32Z,16548,3340
2014-06-20T18:53:47Z,9461,2261
2014-01-26T14:41:02Z,21467,3019
2015-06-14T06:58:18Z,15922,2157
2015-06-22T20:38:35Z,19900,2117
2014-07-09T21:29:44Z,9255,2232
2014-09-04T23:25:27Z,15460,1988
2014-03-26T07:28:56Z,20642,3179
2013-10-23T01:02:16Z,13012,3213
2016-02-14T22:12:43Z,10936,1475
2015-07-27T02:34:14Z,16399,3397
2014-11-19T01:05:25Z,16568,2910
2016-11-02T17:01:29Z,20943,3141
2015-12-16T06:03:46Z,14213,3255
2013-12-05T03:30:47Z,10161,3324
2016-05-18T20:53:12Z,6966,3362
2013-12-03T19:20:56Z,12043,4571
2015-06-16T17:24:10Z,13664,4091
2014-08-03T03:56:37Z,12644,2868
2016-06-23T03:04:03Z,16132,3093
2015-08-13T02:09:22Z,16939,2575
2015-10-07T22:19:21Z,12228,1822
2013-06-27T16:04:27Z,17593,2572
2015-06-16T03:28:59Z,15488,3320
2015-05-11T08:01:24Z,9306,3096
2013-12-16T01:29:25Z,12030,3685
2013-05-10T02:00:05Z,15981,4281
2016-03-28T19:10:27Z,4546,3492
2014-09-09T11:11:08Z,12119,2110
2013-05-03T02:46:48Z,11855,3139
2014-04-29T04:47:05Z,11643,4154
2016-02-21T23:53:53Z,11192,3442
2013-04-05T11:43:31Z,18450,3095
2016-01-28T20:51:37Z,18210,2711
2013-09-03T21:05:06Z,22464,2581
2015-11-26T18:23:08Z,18658,3098
2015-12-11T14:12:29Z,15074,2823
2014-06-24T17:20:34Z,16358,2491
2014-11-23T02:46:18Z,13991,2138
2013-06-18T14:35:16Z,12440,3679
2015-05-21T16:23:14Z,16922,3550
2015-09-23T01:57:09Z,16849,4079
2013-02-11T18:02:15Z,11804,3070
2013-03-21T21:44:14Z,17873,3059
2013-05-18T13:01:26Z,18404,2164
2014-08-02T12:45:54Z,11727,4509
2015-10-03T00:55:01Z,16695,2723
2015-02-26T15:15:48Z,16215,3619
2013-11-23T00:41:38Z,14960,2397
2015-06-23T18:21:05Z,19454,2690
2016-04-15T10:25:22Z,13355,1887
2016-07-01T01:52:10Z,7974,3321
2013-09-26T08:35:09Z,10632,1850
2016-08-08T22:45:05Z,23497,3077
2015-07-07T15:23:44Z,20731,2846
2014-04-19T04:49:15Z,19596,2623
2016-01-02T04:52:21Z,19049,1318
2016-07-16T13:34:20Z,15053,3138
2014-04-27T19:22:43Z,21106,3146
2015-05-16T16:31:48Z,16256,2964
2013-09-14T07:11:56Z,17074,3533
2015-09-11T11:13:23Z,16658,2786
2013-08-24T12:31:58Z,16513,4408
2015-05-17T01:20:13Z,10257,4081
2014-06-04T15:27:03Z,15156,3467
2014-12-18T09:58:49Z,18108,3020
2015-04-22T22:19:07Z,18292,3187
2016-03-17T20:25:50Z,18160,3762
2014-02-27T16:40:20Z,12409,4259
2013-09-04T12:23:59Z,12959,3212
2015-09-26T20:43:20Z,15216,2992
2014-06-02T02:57:16Z,10281,2901
2015-01-03T06:25:41Z,11801,3407
2016-11-13T06:20:22Z,10893,2042
2016-10-02T20:55:54Z,16195,2729
2016-10-10T14:15:38Z,16493,2642
2016-01-08T00:28:14Z,13850,2017
2015-06-10T22:56:03Z,14843,3149
2016-01-02T21:53:53Z,15859,3275
2014-08-18T10:51:59Z,9005,3017
2016-08-18T15:07:35Z,16048,3312
2014-08-04T12:40:52Z,22285,2808
2014-07-20T16:26:50Z,11446,2943
2014-06-12T05:11:45Z,12440,2931
2014-07-19T11:46:11Z,15891,2170
2016-02-16T02:23:02Z,14815,3334
2014-09-20T18:53:40Z,10603,3570
2015-01-15T12:42:31Z,14396,5251
2014-10-27T07:48:36Z,15154,3079
2013-06-27T19:06:09Z,14271,4084
2013-05-28T04:30:36Z,17665,3288
2015-05-24T11:18:58Z,10786,1932
2014-07-05T13:42:48Z,12802,3052
2015-12-18T01:16:14Z,13382,2798
2016-06-22T14:12:23Z,16190,3431
2014-07-08T11:25:41Z,14495,3418
2014-01-20T12:54:55Z,13547,2072
2014-10-28T07:43:37Z,8731,2147
2014-12-07T01:51:24Z,13301,3180
2014-03-18T16:23:46Z,15756,1620
2013-06-02T17:29:39Z,9822,3522
2014-04-23T01:13:38Z,15865,3981
2014-02-22T22:03:35Z,13144,2833
2015-10-01T12:28:05Z,10407,3646
2013-01-21T09:24:19Z,9887,1960
2014-01-17T21:13:01Z,9094,1329
2014-08-23T08:11:24Z,7707,2648
2015-04-24T22:37:31Z,17093,1720
2014-09-14T19:02:56Z,19647,2144
2016-09-21T00:43:33Z,17307,2135
2014-09-08T20:38:38Z,10575,3920
2014-02-18T18:20:06Z,18212,4220
2014-09-23T10:08:23Z,15572,2852
2013-09-21T15:44:10Z,13116,3077
2016-06-10T12:55:30Z,16894,2561
2013-04-04T00:27:37Z,14411,3562
2013-06-06T18:03:29Z,9916,4119
2015-04-17T01:39:53Z,9554,2493
2014-08-15T06:30:19Z,14390,3243
2014-10-09T12:33:32Z,15123,4731
2016-08-21T20:49:36Z,13280,2618
2016-01-28T12:49:18Z,11765,3550
2016-08-12T22:56:19Z,14996,4368
2014-09-25T02:31:50Z,21384,2713
2016-02-24T01:00:09Z,9838,3643
2013-02-24T22:42:37Z,10413,2801
2016-08-28T15:04:57Z,19198,2407
2013-02-05T17:17:27Z,11228,2947
2014-08-24T01:31:11Z,15115,2352
2016-11-21T07:10:41Z,14156,4199
2013-06-28T21:22:24Z,13246,2707
2016-02-05T19:39:25Z,16607,2450
2014-11-28T16:48:38Z,14959,3128
2015-11-06T06:15:43Z,13317,4162
2016-08-18T03:12:08Z,15576,4371
2013-05-12T16:42:28Z,18643,2828
2014-12-16T16:20:10Z,17966,2140
2015-09-19T21:56:25Z,15010,2711
2015-03-26T21:29:38Z,14986,2677
2015-04-15T01:23:43Z,12690,2456
2013-07-10T12:39:39Z,11515,2746
2013-06-02T13:27:06Z,16765,4204
2015-02-22T17:17:31Z,12744,3362
2013-12-02T14:50:05Z,12974,3171
2013-04-23T16:11:37Z,11150,2244
2015-02-01T13:05:18Z,14517,1897
2016-07-11T19:41:16Z,10974,3487
2013-06-01T05:27:52Z,14543,3939
2014-01-24T17:21:33Z,12141,3598
2015-10-17T16:29:29Z,12367,2562
2013-11-16T08:37:20Z,14487,1753
2013-06-13T01:21:53Z,16706,3624
2015-07-24T17:05:50Z,10716,3328
2016-01-26T05:13:42Z,17539,2388
2016-10-07T18:04:25Z,12226,3005
2015-01-25T05:48:23Z,15431,2991
2014-09-04T16:29:39Z,15157,3637
2013-02-05T23:35:46Z,14299,3920
2014-12-05T04:29:16Z,13287,2495
2016-12-23T08:32:03Z,17819,1980
2016-06-21T20:30:07Z,20127,3156
2014-08-22T01:31:03Z,13957,2068
2015-02-08T02:39:23Z,10642,3696
2014-11-21T12:10:48Z,8680,3766
2014-02-25T20:18:03Z,8622,1564
2016-10-01T20:49:42Z,15461,2707
2014-12-05T15:49:32Z,12329,3318
2013-08-16T23:03:32Z,20348,4047
2013-02-01T07:25:19Z,16001,2207
2013-04-03T21:20:52Z,19438,2004
2013-09-15T09:14:25Z,11674,2830
2014-10-19T01:14:01Z,15555,3435
2015-08-22T16:22:44Z,18934,2028
2013-05-02T03:47:25Z,18942,2277
2013-06-06T22:55:07Z,15387,2112
2015-08-13T11:31:26Z,10517,2712
2015-08-24T12:28:29Z,9493,2729
2013-12-20T15:07:16Z,16590,2179
2013-09-02T17:08:39Z,17891,2718
2016-12-06T13:39:43Z,16930,2429
2014-03-10T07:25:30Z,14648,1898
2016-01-04T16:37:28Z,13111,1945
2015-05-06T06:33:55Z,19419,2631
2013-01-07T09:10:58Z,10202,3245
2013-02-05T00:23:54Z,12672,3076
2016-01-06T02:15:03Z,16344,3720
2016-03-12T00:35:04Z,7184,3889
2013-04-18T18:40:17Z,14434,2450
2013-05-17T12:00:18Z,20632,4961
2015-05-08T22:08:02Z,19309,4003
2016-12-05T03:01:40Z,16046,3552
2013-12-03T08:03:06Z,16682,3813
2014-05-04T22:38:50Z,14514,2319
2016-06-04T10:37:45Z,11445,2673
2013-07-14T16:28:09Z,14447,2814
2016-02-14T01:29:27Z,14234,2590
2016-06-09T22:14:45Z,17178,2977
2014-01-16T14:53:13Z,14199,2388
2013-11-09T09:14:02Z,18291,3626
2014-01-11T11:38:49Z,13353,2403
2014-09-01T08:26:57Z,16589,3796
2014-04-20T11:15:14Z,14116,1324
2016-10-11T09:23:44Z,17035,2864
2013-02-13T01:16:47Z,14006,3428
2013-01-24T03:22:43Z,15375,4340
2013-03-23T10:19:46Z,19330,2238
2015-03-13T08:21:44Z,16916,3688
2015-09-13T04:44:37Z,20910,2230
2014-07-07T04:33:01Z,18580,3681
2015-01-05T18:02:13Z,18451,2821
2013-06-04T23:50:39Z,13598,3504
2014-07-03T16:01:04Z,17765,2635
2014-01-06T14:38:46Z,12423,2899
2015-10-23T02:54:37Z,18321,2553
2013-04-20T08:37:27Z,17705,3872
2014-03-05T10:04:00Z,22457,2809
2016-05-03T11:50:15Z,11325,4200
2013-12-05T17:19:26Z,13562,2270
2015-04-03T22:36:05Z,7940,3627
2016-10-02T20:37:56Z,13278,2546
2015-10-07T17:21:58Z,14401,2002
2016-12-01T11:52:47Z,14221,2483
2013-08-19T20:52:34Z,17558,3712
2014-09-25T14:06:45Z,16365,2895
2013-01-06T19:31:35Z,16599,2872
2015-09-16T03:23:42Z,19252,3262
2015-02-04T17:08:37Z,19328,3766
2015-09-25T11:01:46Z,15981,4086
2013-02-14T11:56:29Z,17070,4438
2015-10-16T04:07:10Z,11641,3081
2016-03-16T18:38:11Z,9909,3875
2015-07-25T23:33:02Z,12644,3194
2015-11-27T16:37:19Z,17723,2335
2015-08-01T11:09:38Z,13389,2391
2015-08-01T10:17:33Z,10582,2291
2013-02-13T09:08:18Z,16176,4156
2016-03-06T20:08:05Z,10903,2600
2015-09-17T15:14:51Z,17674,2726
2016-06-07T01:08:11Z,12261,2825
2015-04-27T18:57:47Z,12313,2086
2014-06-18T11:27:41Z,13574,3248
2014-02-19T12:39:33Z,8787,3667
2014-06-18T00:54:46Z,17215,1841
2016-09-12T10:32:55Z,16473,3751
2014-06-17T02:43:20Z,15463,3045
2014-04-16T15:17:26Z,8914,2531
2014-03-04T23:44:30Z,14323,3149
2013-03-01T21:40:15Z,13296,2302
2013-11-18T13:02:18Z,13598,2767
2013-03-09T05:46:43Z,8236,3836
2015-05-06T18:22:38Z,14381,2970
2013-02-22T02:23:38Z,15385,4091
2014-06-17T16:39:55Z,24581,2770
2013-07-10T15:32:50Z,16902,2519
2013-07-17T04:26:06Z,13301,3420
2013-07-02T12:26:47Z,17523,3541
2016-09-23T23:29:15Z,14989,2990
2013-09-06T15:35:14Z,16336,3199
2016-03-17T16:39:43Z,7861,2595
2013-04-23T04:06:21Z,15300,3525
2015-09-22T05:10:11Z,18447,3176
2013-05-20T22:11:41Z,13609,3691
2016-12-19T12:25:28Z,17447,2689
2015-05-18T22:47:50Z,19586,4044
2016-02-24T15:50:33Z,12654,2273
2016-04-04T13:39:09Z,18083,3787
2015-12-16T20:09:49Z,20058,3287
2013-05-15T02:24:50Z,16431,2790
2016-08-22T19:06:12Z,13705,2225
2016-09-13T00:21:30Z,16793,3562
2015-04-16T02:45:25Z,17639,2329
2013-06-04T16:13:41Z,16712,3365
2014-03-01T00:48:05Z,10045,5464
2014-08-05T07:30:39Z,15843,2044
2015-06-11T05:18:11Z,15270,3152
2015-07-18T22:06:29Z,22812,1980
2015-05-22T06:55:03Z,19980,3768
2014-02-10T01:01:23Z,16525,1727
2016-11-04T15:59:36Z,14294,2585
2013-07-12T10:10:24Z,7870,3203
2013-07-09T11:47:31Z,20238,3071
2014-08-27T14:11:39Z,13048,3041
2013-09-21T08:32:52Z,15701,2164
2015-06-14T18:43:51Z,14142,3241
2016-04-11T20:25:47Z,6770,3193
2016-11-03T04:27:47Z,13808,3292
2015-09-23T06:41:48Z,13407,3182
2015-07-03T15:36:34Z,14110,4344
2015-01-03T04:13:52Z,9806,2828
2016-08-07T10:45:05Z,18239,2454
2016-10-25T15:23:04Z,16717,3479
2016-06-24T10:26:29Z,9216,2448
2016-08-13T06:10:02Z,15033,3569
2014-04-12T03:39:18Z,16248,2742
2015-04-08T13:35:20Z,16938,3099
2014-07-06T13:02:29Z,14068,3331
2015-01-29T02:53:18Z,19476,2791
2013-08-20T05:04:57Z,16340,2605
2015-02-21T03:47:26Z,9211,2740
2016-09-04T17:41:02Z,21517,3094
2013-06-06T04:01:37Z,17855,3184
2016-12-04T10:06:18Z,16484,4831
2015-07-03T08:31:12Z,16381,2519
2016-09-12T19:50:49Z,12321,1920
2016-01-09T03:53:13Z,12903,2812
2015-11-09T13:01:56Z,11295,2934
2014-02-24T19:27:47Z,10758,2151
2014-10-02T08:21:18Z,13329,3574
2014-09-10T17:54:46Z,18942,2093
2015-01-01T04:58:53Z,15018,2960
2014-07-21T10:01:19Z,20203,3780
2015-01-07T16:02:34Z,12485,1933
2015-08-27T08:04:56Z,17184,2627
2016-09-21T13:38:34Z,13394,3490
2013-10-01T08:13:04Z,9644,3599
2014-07-16T01:04:02Z,12250,2192
2013-01-08T09:27:02Z,21703,3296
2015-12-22T02:43:41Z,14507,1799
2015-12-21T22:46:06Z,13227,3039
2013-12-01T04:56:34Z,13324,3414
2013-02-07T11:08:02Z,20000,2848
2014-02-05T23:35:52Z,14909,2652
2014-09-04T16:12:41Z,11672,2780
2013-07-17T16:54:50Z,11542,3022
2015-04-11T17:24:57Z,16892,2668
2014-04-06T23:40:19Z,14329,1796
2016-07-24T14:10:34Z,22384,2737
2014-07-21T09:12:18Z,18805,2205
2016-05-03T16:27:22Z,19622,2879
2014-01-20T18:45:04Z,12377,3485
2015-11-04T18:57:19Z,15709,3269
2013-08-24T10:38:22Z,18669,3212
2014-10-18T17:22:00Z,16957,2841
2016-10-15T00:48:29Z,19100,3129
2015-02-18T11:40:30Z,13917,2859
2015-10-25T14:56:19Z,6189,3535
2016-06-22T17:11:50Z,17198,3511
2013-02-21T01:55:06Z,8665,2724
2015-04-03T23:12:49Z,11115,1448
2016-10-16T05:05:59Z,16360,3649
2015-11-09T01:12:45Z,20516,1835
2014-06-01T23:25:06Z,13043,3256
2014-05-12T07:06:45Z,7555,3422
2014-12-06T08:57:12Z,3744,3707
2013-12-18T00:14:25Z,12670,3157
2016-02-04T21:28:55Z,16609,3300
2014-09-01T07:48:20Z,14487,2568
2013-05-27T11:23:11Z,19805,3398
2015-12-19T07:47:23Z,16454,3403
2014-05-25T22:32:27Z,14499,3230
2015-09-24T19:18:47Z,14316,2985
2013-07-14T17:54:04Z,9270,3424
2014-12-16T06:25:30Z,12180,2760
2013-02-04T20:30:54Z,16523,3522
2015-07-28T08:05:41Z,19357,3939
2014-11-16T12:22:33Z,13682,3569
2013-10-03T13:45:03Z,18029,3662
2015-10-23T00:40:43Z,11679,3106
2016-11-07T08:16:46Z,13852,4743
2014-08-08T22:53:27Z,15395,2845
2016-12-08T03:26:22Z,15809,3027
2016-04-02T07:40:54Z,15969,4039
2016-04-03T08:48:28Z,17193,2697
2013-05-08T21:12:50Z,15873,3322
2013-07-07T23:32:42Z,11289,2615
2014-06-21T20:30:46Z,19155,4050
2016-08-16T01:56:00Z,14370,3257
2016-10-04T13:25:54Z,16004,3242
2013-05-12T10:14:06Z,20184,1962
2013-05-21T09:12:59Z,13522,2591
2013-03-03T19:01:52Z,10802,2352
2014-11-22T19:32:58Z,11253,3013
2014-04-16T04:12:46Z,15396,1722
2013-12-01T04:03:30Z,14066,2469
2016-09-25T17:39:23Z,16014,4219
2015-12-24T20:29:05Z,17710,1683
2015-04-12T13:15:52Z,11240,4094
2016-01-03T15:23:53Z,14885,3868
2014-11-03T16:24:43Z,10598,3247
2016-05-28T15:45:01Z,14934,3658
2013-01-27T17:57:19Z,12962,2718
2013-07-27T08:42:19Z,13255,2920
2015-05-27T13:58:51Z,16726,2120
2013-06-14T22:17:22Z,16936,3653
2015-05-15T21:10:33Z,16047,3111
2013-11-26T07:32:18Z,16635,1876
2013-10-02T14:00:05Z,15285,3322
2013-09-13T09:34:21Z,16897,2142
2016-12-27T21:12:39Z,11091,3261
2014-11-18T18:54:49Z,11196,3034
2016-06-03T09:30:44Z,15849,3915
2016-10-28T10:29:33Z,14004,4478
2015-12-22T10:32:22Z,15712,3703
2013-01-07T16:40:51Z,13394,2386
2016-06-05T00:15:27Z,13412,2550
2015-06-09T10:46:04Z,14275,3312
2013-11-02T08:32:51Z,16821,2838
2014-11-21T10:10:19Z,11560,1695
2013-04-15T14:29:51Z,16415,2045
2015-05-24T19:56:25Z,6553,3366
2013-02-01T16:50:26Z,14744,3406
2013-10-13T19:54:19Z,10133,2713
2016-02-11T05:46:15Z,11330,3570
2014-12-13T23:35:20Z,13527,2002
2016-06-11T16:57:07Z,14860,3098
2016-05-10T23:09:00Z,14003,4288
2013-01-13T07:42:44Z,13494,2403
2015-12-22T22:45:01Z,18795,2769
2014-12-23T23:36:45Z,13259,1883
2015-08-05T09:56:08Z,17439,2662
2016-12-21T00:32:37Z,10429,3582
2014-03-17T16:52:14Z,19054,2117
2013-11-06T05:11:10Z,12354,2418
2015-03-03T19:15:44Z,10921,2670
2014-04-03T11:49:14Z,16690,2904
2015-12-24T23:12:54Z,22307,3026
2013-09-22T05:02:34Z,12984,3967
2016-01-08T07:07:22Z,15868,3859
2013-03-05T06:43:05Z,12735,2888
2015-01-18T21:23:20Z,18345,2963
2013-12-17T14:20:24Z,11256,3460
2014-07-07T13:39:22Z,8406,3347
2015-07-26T01:24:00Z,15684,3497
2014-11-14T03:34:34Z,15746,3029
2013-01-04T01:14:44Z,10830,2304
2014-02-27T21:40:29Z,10774,3443
2013-09-02T01:11:21Z,20184,2996
2015-07-03T12:17:22Z,15355,3269
2016-06-08T20:53:12Z,21732,3501
2016-02-26T22:27:00Z,15338,2669
2015-01-11T20:39:30Z,10852,1827
2014-01-20T00:12:08Z,15370,2458
2015-01-12T04:44:44Z,8870,4002
2014-08-16T20:40:37Z,13775,2774
2014-04-01T15:36:41Z,14770,2901
2016-12-19T03:46:59Z,16985,3871
2016-07-26T06:39:58Z,20043,2210
2013-03-27T00:18:14Z,16292,2756
2015-06-18T13:09:52Z,14052,3541
2015-12-15T12:46:06Z,16335,3477
2013-02-09T06:03:05Z,13221,3022
2014-07-11T10:59:03Z,19093,3353
2015-07-08T11:13:04Z,12108,3725
2014-05-08T01:42:13Z,5904,2995
2016-11-14T11:02:59Z,12462,2592
2013-07-01T06:20:23Z,14352,3677
2014-03-26T05:29:02Z,16711,4409
2015-02-23T22:01:51Z,18753,2398
2014-08-01T22:14:11Z,7901,2148
2015-01-11T20:41:23Z,17192,3057
2015-09-04T12:19:50Z,15215,3374
2016-05-20T09:44:29Z,17112,3125
2014-05-12T09:57:57Z,9346,3743
2013-11-16T17:23:32Z,12821,3082
2015-04-11T09:11:35Z,11046,1290
2013-02-25T14:31:42Z,15252,4017
2013-06-02T16:21:37Z,20893,3680
2014-07-18T03:46:58Z,20238,4383
2016-11-03T09:30:29Z,14758,3888
2015-12-18T22:12:16Z,16915,3852
2016-03-03T15:18:27Z,16619,3267
2016-07-20T12:59:41Z,13491,3450
2013-05-19T20:30:19Z,19637,1606
2013-05-05T06:13:45Z,12739,3116
2013-03-27T14:52:28Z,23045,3112
2014-08-21T07:59:35Z,16197,3339
2016-09-27T22:15:21Z,14563,3585
2016-11-21T05:43:29Z,13165,2431
2016-10-16T07:15:07Z,14031,2483
2013-08-10T07:17:50Z,12800,3155
2014-08-21T21:26:33Z,18095,3029
2016-07-18T04:02:39Z,17721,3102
2013-05-04T18:48:40Z,19133,3706
2016-10-05T23:54:24Z,17764,2880
2014-03-26T13:17:46Z,10157,3550
2013-08-17T06:31:16Z,20635,2339
2014-10-20T04:05:19Z,14782,4814
2013-12-06T05:28:07Z,15697,2050
2016-02-17T18:39:55Z,13199,3065
2013-04-19T05:12:51Z,12529,4607
2013-04-03T07:35:44Z,9732,2788
2013-05-04T21:33:23Z,14083,3406
2013-08-07T01:24:18Z,14820,2990
2014-07-07T18:08:31Z,20380,2766
2016-12-17T06:54:50Z,9480,2198
2016-08-09T13:40:35Z,12323,3936
2016-04-10T00:40:56Z,16725,2843
2015-02-27T18:25:37Z,14388,3317
2016-02-12T12:30:50Z,10936,2582
2014-11-24T19:53:17Z,17470,2914
2016-10-06T18:11:17Z,14913,1443
2015-08-19T20:41:01Z,10551,3309
2016-05-20T07:37:19Z,10808,2135
2013-09-13T22:29:12Z,15183,2857
2015-05-26T16:05:10Z,15087,3962
2015-03-12T10:00:55Z,20131,3647
2013-11-01T18:09:38Z,10178,3268
2016-12-09T10:41:58Z,11839,3120
2016-05-02T20:29:58Z,15061,1523
2016-11-22T19:42:18Z,16883,3557
2013-06-21T13:27:22Z,15011,2050
2014-08-27T08:08:25Z,23983,3104
2014-06-06T10:42:18Z,13942,2964
2013-01-20T06:40:40Z,15298,3039
2014-02-26T08:51:51Z,20371,2677
2015-04-28T00:53:36Z,14675,2421
2014-07-19T01:41:57Z,12278,3256
2016-10-09T00:42:03Z,16707,3298
2015-11-29T01:05:32Z,11705,2666
2014-06-19T01:36:46Z,21991,3575
2013-04-24T10:42:46Z,12861,2562
2016-07-20T18:10:03Z,16799,2661
2015-03-05T05:11:33Z,15548,3528
2014-10-13T08:52:31Z,13430,3411
2014-01-25T20:20:15Z,15645,2896
2014-12-27T20:17:53Z,9876,3230
2014-12-09T21:39:59Z,13541,3435
2016-08-02T07:36:36Z,11292,1929
2016-10-16T07:01:56Z,17773,3394
2014-11-14T05:17:06Z,14345,2261
2015-08-11T06:54:40Z,13915,3851
2016-08-15T23:00:46Z,13834,3154
2013-08-13T01:52:45Z,16998,2818
2013-06-03T08:25:36Z,15977,2351
2016-09-22T17:26:27Z,22618,2873
2013-05-19T06:48:05Z,11772,3226
2016-10-15T11:22:00Z,15574,3024
2016-08-28T16:36:09Z,12381,3781
2016-02-14T18:11:20Z,14351,3580
2016-10-21T09:19:24Z,13770,3068
2014-03-27T15:13:55Z,13646,2629
2013-09-26T04:26:12Z,12880,2941
2015-08-19T19:57:43Z,16586,3530
2014-11-05T06:41:41Z,11327,2793
2015-01-07T09:07:05Z,8547,2516
2015-06-19T08:02:41Z,21176,2767
2016-12-13T07:51:00Z,13254,1563
2015-09-16T02:13:05Z,16479,4099
2016-09-18T05:27:03Z,15873,2021
2015-09-20T09:30:11Z,9284,2739
2014-11-26T03:30:43Z,13681,3110
2013-03-17T03:04:12Z,16469,3920
2013-03-24T02:11:28Z,16359,2243
2015-06-21T20:59:53Z,12802,3118
2015-06-12T21:54:11Z,16012,3142
2015-09-08T04:14:36Z,15484,3232
2013-10-03T00:19:50Z,11233,3935
2013-02-14T06:04:34Z,17969,4316
2016-07-08T21:33:37Z,16026,3462
2013-02-12T00:25:45Z,14141,2645
2014-05-16T14:28:58Z,20230,2788
2013-03-28T20:01:11Z,18914,1647
2015-03-12T07:56:48Z,16555,2048
2015-12-03T23:23:57Z,6397,2915
2015-04-21T16:39:15Z,19719,3275
2016-10-18T18:10:36Z,10581,3409
2014-05-13T10:04:57Z,17772,2359
2013-12-11T17:17:20Z,17966,3761
2014-06-07T03:54:11Z,22998,2517
2015-12-28T03:50:47Z,17933,3515
2013-03-13T10:57:23Z,13666,3554
2014-09-27T12:02:41Z,16523,4034
2016-02-05T06:05:16Z,9680,2310
2015-10-20T00:26:53Z,12382,3336
2013-09-07T05:15:31Z,10825,3665
2015-07-25T00:20:36Z,13796,3392
2013-04-14T13:33:34Z,13228,2645
2014-06-03T19:23:42Z,11045,3246
2014-09-17T22:34:21Z,10840,3164
2015-11-25T23:06:42Z,10950,2841
2016-07-16T23:42:43Z,21294,1514
2014-04-03T03:05:17Z,14004,2671
2015-01-18T12:31:37Z,15603,2568
2013-04-27T19:00:41Z,18318,2344
2013-11-27T15:07:01Z,16870,4267
2013-11-11T17:56:00Z,15345,2368
2013-03-05T00:59:18Z,17058,2452
2013-01-11T11:45:54Z,18126,2084
2016-08-21T12:41:38Z,10964,2590
2015-01-16T08:42:35Z,15292,3466
2014-12-25T20:43:45Z,10751,3815
2016-01-25T07:00:43Z,15803,3562
2014-06-15T13:46:43Z,17907,3062
2014-05-07T12:18:13Z,14460,2403
2013-02-26T15:07:58Z,17226,3353
2013-04-04T18:49:08Z,13386,3787
2015-01-24T11:03:04Z,20442,3408
2016-04-12T09:53:36Z,11500,3703
2013-02-19T16:39:38Z,17824,2491
2015-01-01T13:23:15Z,14901,3672
2014-05-12T18:51:23Z,16801,1905
2013-02-17T00:02:45Z,16643,2877
2014-07-23T15:57:44Z,12533,2412
2015-10-22T02:02:33Z,12559,2406
2015-12-16T13:05:26Z,14412,2815
2013-10-01T16:57:55Z,20080,3193
2014-02-12T13:08:25Z,17119,2891
2014-05-21T07:27:54Z,16648,2602
2014-11-20T08:38:45Z,12157,4118
2015-11-26T15:35:05Z,13303,3601
2015-08-29T01:51:43Z,17531,3709
2013-08-20T00:17:23Z,18894,2921
2014-08-20T00:09:48Z,19308,2764
2015-12-03T16:01:49Z,10915,3013
2016-05-16T03:54:29Z,13363,2049
2015-10-14T01:32:08Z,15287,2132
2016-04-04T13:44:21Z,16094,2331
2013-01-22T10:29:21Z,14994,3111
2013-07-01T18:55:23Z,12061,3385
2016-05-19T16:34:24Z,16944,1484
2015-10-20T20:26:37Z,15560,2636
2016-02-16T05:14:43Z,18101,3311
2014-04-01T01:48:05Z,18054,2897
2013-06-04T13:51:46Z,18305,3152
2016-12-03T02:03:42Z,15130,3345
2014-08-21T12:49:52Z,8901,3746
2015-05-09T23:33:27Z,18481,3997
2014-05-20T01:30:38Z,15627,2489
